Date,Open,High,Low,Close,Volume,Adj Close
2000-01-31,15532.2998,15532.2998,15532.2998,15532.2998,000,13824.3771
2000-01-28,16185.9004,16185.9004,16185.9004,16185.9004,000,14406.1081
2000-01-27,15917.7998,15917.7998,15917.7998,15917.7998,000,14167.4877
2000-01-26,15427.7002,15427.7002,15427.7002,15427.7002,000,13731.2792
2000-01-25,15103.00,15103.00,15103.00,15103.00,000,13442.2828
2000-01-24,15167.50,15167.50,15167.50,15167.50,000,13499.6904
2000-01-21,15108.4004,15108.4004,15108.4004,15108.4004,000,13447.0894
2000-01-20,15215.2998,15215.2998,15215.2998,15215.2998,000,13542.2342
2000-01-19,15275.2998,15275.2998,15275.2998,15275.2998,000,13595.6366
2000-01-18,15789.2002,15789.2002,15789.2002,15789.2002,000,14053.0288
2000-01-17,15574.5996,15574.5996,15574.5996,15574.5996,000,13862.0256
2000-01-14,15542.2002,15542.2002,15542.2002,15542.2002,000,13833.1888
2000-01-13,15634.00,15634.00,15634.00,15634.00,000,13914.8944
2000-01-12,15714.2002,15714.2002,15714.2002,15714.2002,000,13986.2758
2000-01-11,15862.0996,15862.0996,15862.0996,15862.0996,000,14117.9123
2000-01-10,15848.2002,15848.2002,15848.2002,15848.2002,000,14105.5412
2000-01-07,15405.5996,15405.5996,15405.5996,15405.5996,000,13711.6088
2000-01-06,15153.2002,15153.2002,15153.2002,15153.2002,000,13486.963
2000-01-05,15846.7002,15846.7002,15846.7002,15846.7002,000,14104.2062
2000-01-04,17072.8008,17072.8008,17072.8008,17072.8008,000,15195.4854
2000-01-03,17369.5996,17369.5996,17369.5996,17369.5996,000,15459.6484
1999-12-31,16962.0996,16962.0996,16962.0996,16962.0996,000,15096.9569
1999-12-30,16962.0996,16962.0996,16962.0996,16962.0996,000,15096.9569
1999-12-29,16660.8008,16660.8008,16660.8008,16660.8008,000,14828.7887
1999-12-28,16928.3008,16928.3008,16928.3008,16928.3008,000,15066.8746
1999-12-27,16833.3008,16833.3008,16833.3008,16833.3008,000,14982.3207
1999-12-24,16833.3008,16833.3008,16833.3008,16833.3008,000,14982.3207
1999-12-23,16296.0996,16296.0996,16296.0996,16296.0996,000,14504.1899
1999-12-22,16192.4004,16192.4004,16192.4004,16192.4004,000,14411.8934
1999-12-21,16248.7002,16248.7002,16248.7002,16248.7002,000,14462.0025
1999-12-20,16212.4004,16212.4004,16212.4004,16212.4004,000,14429.6942
1999-12-17,15986.2998,15986.2998,15986.2998,15986.2998,000,14228.4555
1999-12-16,15571.4004,15571.4004,15571.4004,15571.4004,000,13859.1782
1999-12-15,15825.2998,15825.2998,15825.2998,15825.2998,000,14085.159
1999-12-14,16282.7002,16282.7002,16282.7002,16282.7002,000,14492.2639
1999-12-13,16442.0996,16442.0996,16442.0996,16442.0996,000,14634.1358
1999-12-10,16380.2002,16380.2002,16380.2002,16380.2002,000,14579.0428
1999-12-09,16371.00,16371.00,16371.00,16371.00,000,14570.8543
1999-12-08,15989.4004,15989.4004,15989.4004,15989.4004,000,14231.2151
1999-12-07,16073.0996,16073.0996,16073.0996,16073.0996,000,14305.7108
1999-12-06,16168.5996,16168.5996,16168.5996,16168.5996,000,14390.7097
1999-12-03,15840.4004,15840.4004,15840.4004,15840.4004,000,14098.5991
1999-12-02,15603.00,15603.00,15603.00,15603.00,000,13887.3031
1999-12-01,15422.50,15422.50,15422.50,15422.50,000,13726.6508
1999-11-30,15377.2002,15377.2002,15377.2002,15377.2002,000,13686.3321
1999-11-29,15461.0996,15461.0996,15461.0996,15461.0996,000,13761.006
1999-11-26,15274.50,15274.50,15274.50,15274.50,000,13594.9248
1999-11-25,14998.7998,14998.7998,14998.7998,14998.7998,000,13349.5404
1999-11-24,15307.2998,15307.2998,15307.2998,15307.2998,000,13624.1179
1999-11-23,15393.2002,15393.2002,15393.2002,15393.2002,000,13700.5728
1999-11-22,15285.00,15285.00,15285.00,15285.00,000,13604.2702
1999-11-19,15073.0996,15073.0996,15073.0996,15073.0996,000,13415.6703
1999-11-18,14721.7002,14721.7002,14721.7002,14721.7002,000,13102.9105
1999-11-17,14704.50,14704.50,14704.50,14704.50,000,13087.6017
1999-11-16,14689.50,14689.50,14689.50,14689.50,000,13074.251
1999-11-15,14562.2002,14562.2002,14562.2002,14562.2002,000,12960.9491
1999-11-12,14189.7002,14189.7002,14189.7002,14189.7002,000,12629.4089
1999-11-11,14105.7002,14105.7002,14105.7002,14105.7002,000,12554.6455
1999-11-10,13975.50,13975.50,13975.50,13975.50,000,12438.7621
1999-11-09,13669.7002,13669.7002,13669.7002,13669.7002,000,12166.5878
1999-11-08,13521.0996,13521.0996,13521.0996,13521.0996,000,12034.3273
1999-11-05,13610.2998,13610.2998,13610.2998,13610.2998,000,12113.7191
1999-11-04,13651.50,13651.50,13651.50,13651.50,000,12150.3889
1999-11-03,13257.2998,13257.2998,13257.2998,13257.2998,000,11799.5348
1999-11-02,13335.7998,13335.7998,13335.7998,13335.7998,000,11869.4029
1999-11-01,13322.0996,13322.0996,13322.0996,13322.0996,000,11857.2092
1999-10-29,13257.00,13257.00,13257.00,13257.00,000,11799.2679
1999-10-28,12758.9004,12758.9004,12758.9004,12758.9004,000,11355.9391
1999-10-27,12709.0996,12709.0996,12709.0996,12709.0996,000,11311.6143
1999-10-26,12797.4004,12797.4004,12797.4004,12797.4004,000,11390.2056
1999-10-25,13034.2002,13034.2002,13034.2002,13034.2002,000,11600.9671
1999-10-22,12863.0996,12863.0996,12863.0996,12863.0996,000,11448.6806
1999-10-21,12523.00,12523.00,12523.00,12523.00,000,11145.9781
1999-10-20,12498.5996,12498.5996,12498.5996,12498.5996,000,11124.2608
1999-10-19,12134.0996,12134.0996,12134.0996,12134.0996,000,10799.841
1999-10-18,12299.0996,12299.0996,12299.0996,12299.0996,000,10946.6977
1999-10-15,12299.0996,12299.0996,12299.0996,12299.0996,000,10946.6977
1999-10-14,12486.7998,12486.7998,12486.7998,12486.7998,000,11113.7585
1999-10-13,12475.9004,12475.9004,12475.9004,12475.9004,000,11104.0576
1999-10-12,12759.2998,12759.2998,12759.2998,12759.2998,000,11356.2946
1999-10-11,12992.7002,12992.7002,12992.7002,12992.7002,000,11564.0304
1999-10-08,13112.4004,13112.4004,13112.4004,13112.4004,000,11670.5684
1999-10-07,13113.2002,13113.2002,13113.2002,13113.2002,000,11671.2803
1999-10-06,13018.00,13018.00,13018.00,13018.00,000,11586.5482
1999-10-05,12998.9004,12998.9004,12998.9004,12998.9004,000,11569.5488
1999-10-04,12875.9004,12875.9004,12875.9004,12875.9004,000,11460.0738
1999-10-01,12733.2002,12733.2002,12733.2002,12733.2002,000,11333.0648
1999-09-30,12733.2002,12733.2002,12733.2002,12733.2002,000,11333.0648
1999-09-29,12834.9004,12834.9004,12834.9004,12834.9004,000,11423.5821
1999-09-28,12844.9004,12844.9004,12844.9004,12844.9004,000,11432.4825
1999-09-27,12760.50,12760.50,12760.50,12760.50,000,11357.3628
1999-09-24,13032.0996,13032.0996,13032.0996,13032.0996,000,11599.0974
1999-09-23,13214.4004,13214.4004,13214.4004,13214.4004,000,11761.3525
1999-09-22,13187.5996,13187.5996,13187.5996,13187.5996,000,11737.4988
1999-09-21,13420.50,13420.50,13420.50,13420.50,000,11944.7896
1999-09-20,13472.4004,13472.4004,13472.4004,13472.4004,000,11990.983
1999-09-17,13484.7998,13484.7998,13484.7998,13484.7998,000,12002.019
1999-09-16,13430.5996,13430.5996,13430.5996,13430.5996,000,11953.7786
1999-09-15,13430.5996,13430.5996,13430.5996,13430.5996,000,11953.7786
1999-09-14,13804.00,13804.00,13804.00,13804.00,000,12286.1201
1999-09-13,13860.7998,13860.7998,13860.7998,13860.7998,000,12336.6742
1999-09-10,13855.9004,13855.9004,13855.9004,13855.9004,000,12332.3136
1999-09-09,13854.9004,13854.9004,13854.9004,13854.9004,000,12331.4235
1999-09-08,13356.5996,13356.5996,13356.5996,13356.5996,000,11887.9156
1999-09-07,13396.0996,13396.0996,13396.0996,13396.0996,000,11923.0722
1999-09-06,13385.2002,13385.2002,13385.2002,13385.2002,000,11913.3713
1999-09-03,13178.2998,13178.2998,13178.2998,13178.2998,000,11729.2216
1999-09-02,13367.5996,13367.5996,13367.5996,13367.5996,000,11897.7061
1999-09-01,13544.2002,13544.2002,13544.2002,13544.2002,000,12054.8877
1999-08-31,13482.7998,13482.7998,13482.7998,13482.7998,000,12000.2389
1999-08-30,13688.7002,13688.7002,13688.7002,13688.7002,000,12183.4986
1999-08-27,13383.0996,13383.0996,13383.0996,13383.0996,000,11911.5017
1999-08-26,13608.4004,13608.4004,13608.4004,13608.4004,000,12112.0285
1999-08-25,13479.0996,13479.0996,13479.0996,13479.0996,000,11996.9456
1999-08-24,13633.9004,13633.9004,13633.9004,13633.9004,000,12134.7246
1999-08-23,13573.7002,13573.7002,13573.7002,13573.7002,000,12081.1439
1999-08-20,13566.7002,13566.7002,13566.7002,13566.7002,000,12074.9137
1999-08-19,13403.5996,13403.5996,13403.5996,13403.5996,000,11929.7475
1999-08-18,12993.0996,12993.0996,12993.0996,12993.0996,000,11564.3859
1999-08-17,12783.2002,12783.2002,12783.2002,12783.2002,000,11377.5669
1999-08-16,12894.7998,12894.7998,12894.7998,12894.7998,000,11476.8951
1999-08-13,12608.2002,12608.2002,12608.2002,12608.2002,000,11221.8098
1999-08-12,12779.7998,12779.7998,12779.7998,12779.7998,000,11374.5404
1999-08-11,12437.7998,12437.7998,12437.7998,12437.7998,000,11070.1465
1999-08-10,12596.7002,12596.7002,12596.7002,12596.7002,000,11211.5743
1999-08-09,12945.50,12945.50,12945.50,12945.50,000,11522.0203
1999-08-06,13167.0996,13167.0996,13167.0996,13167.0996,000,11719.2529
1999-08-05,13254.2998,13254.2998,13254.2998,13254.2998,000,11796.8646
1999-08-04,13591.00,13591.00,13591.00,13591.00,000,12096.5415
1999-08-03,13473.7998,13473.7998,13473.7998,13473.7998,000,11992.2285
1999-08-02,13435.4004,13435.4004,13435.4004,13435.4004,000,11958.0515
1999-07-30,13186.9004,13186.9004,13186.9004,13186.9004,000,11736.8764
1999-07-29,13117.7998,13117.7998,13117.7998,13117.7998,000,11675.3741
1999-07-28,13140.4004,13140.4004,13140.4004,13140.4004,000,11695.4895
1999-07-27,13075.0996,13075.0996,13075.0996,13075.0996,000,11637.3692
1999-07-26,12866.50,12866.50,12866.50,12866.50,000,11451.7071
1999-07-23,13093.7002,13093.7002,13093.7002,13093.7002,000,11653.9245
1999-07-22,13369.0996,13369.0996,13369.0996,13369.0996,000,11899.0411
1999-07-21,13419.7002,13419.7002,13419.7002,13419.7002,000,11944.0777
1999-07-20,13600.4004,13600.4004,13600.4004,13600.4004,000,12104.9082
1999-07-19,13447.0996,13447.0996,13447.0996,13447.0996,000,11968.4643
1999-07-16,13545.2002,13545.2002,13545.2002,13545.2002,000,12055.7778
1999-07-15,13758.9004,13758.9004,13758.9004,13758.9004,000,12245.9796
1999-07-14,13575.5996,13575.5996,13575.5996,13575.5996,000,12082.8345
1999-07-13,13980.9004,13980.9004,13980.9004,13980.9004,000,12443.5686
1999-07-12,14061.7998,14061.7998,14061.7998,14061.7998,000,12515.5724
1999-07-09,14222.5996,14222.5996,14222.5996,14222.5996,000,12658.6908
1999-07-08,14226.2998,14226.2998,14226.2998,14226.2998,000,12661.9841
1999-07-07,14257.4004,14257.4004,14257.4004,14257.4004,000,12689.6649
1999-07-06,14372.5996,14372.5996,14372.5996,14372.5996,000,12792.1968
1999-07-05,14506.7002,14506.7002,14506.7002,14506.7002,000,12911.5518
1999-07-02,14184.5996,14184.5996,14184.5996,14184.5996,000,12624.8692
1999-07-01,13532.0996,13532.0996,13532.0996,13532.0996,000,12044.1177
1999-06-30,13532.0996,13532.0996,13532.0996,13532.0996,000,12044.1177
1999-06-29,13765.50,13765.50,13765.50,13765.50,000,12251.8536
1999-06-28,13840.2998,13840.2998,13840.2998,13840.2998,000,12318.4284
1999-06-25,13784.50,13784.50,13784.50,13784.50,000,12268.7643
1999-06-24,13780.0996,13780.0996,13780.0996,13780.0996,000,12264.8478
1999-06-23,13976.00,13976.00,13976.00,13976.00,000,12439.2071
1999-06-22,14004.9004,14004.9004,14004.9004,14004.9004,000,12464.9296
1999-06-21,13994.2002,13994.2002,13994.2002,13994.2002,000,12455.406
1999-06-18,13408.2998,13408.2998,13408.2998,13408.2998,000,11933.9309
1999-06-17,13408.2998,13408.2998,13408.2998,13408.2998,000,11933.9309
1999-06-16,13155.0996,13155.0996,13155.0996,13155.0996,000,11708.5724
1999-06-15,12935.4004,12935.4004,12935.4004,12935.4004,000,11513.0312
1999-06-14,13007.5996,13007.5996,13007.5996,13007.5996,000,11577.2915
1999-06-11,12992.7998,12992.7998,12992.7998,12992.7998,000,11564.119
1999-06-10,12839.2002,12839.2002,12839.2002,12839.2002,000,11427.4091
1999-06-09,12874.4004,12874.4004,12874.4004,12874.4004,000,11458.7387
1999-06-08,12864.9004,12864.9004,12864.9004,12864.9004,000,11450.2834
1999-06-07,12837.4004,12837.4004,12837.4004,12837.4004,000,11425.8072
1999-06-04,12415.50,12415.50,12415.50,12415.50,000,11050.2988
1999-06-03,12471.5996,12471.5996,12471.5996,12471.5996,000,11100.2297
1999-06-02,12458.5996,12458.5996,12458.5996,12458.5996,000,11088.6592
1999-06-01,12363.5996,12363.5996,12363.5996,12363.5996,000,11004.1053
1999-05-31,12147.0996,12147.0996,12147.0996,12147.0996,000,10811.4115
1999-05-28,12059.2002,12059.2002,12059.2002,12059.2002,000,10733.1775
1999-05-27,12308.50,12308.50,12308.50,12308.50,000,10955.0644
1999-05-26,12409.2002,12409.2002,12409.2002,12409.2002,000,11044.6917
1999-05-25,12346.9004,12346.9004,12346.9004,12346.9004,000,10989.2423
1999-05-24,12436.9004,12436.9004,12436.9004,12436.9004,000,11069.346
1999-05-21,12272.0996,12272.0996,12272.0996,12272.0996,000,10922.6666
1999-05-20,12375.4004,12375.4004,12375.4004,12375.4004,000,11014.6085
1999-05-19,12403.0996,12403.0996,12403.0996,12403.0996,000,11039.2619
1999-05-18,12627.0996,12627.0996,12627.0996,12627.0996,000,11238.631
1999-05-17,12588.5996,12588.5996,12588.5996,12588.5996,000,11204.3645
1999-05-14,12855.50,12855.50,12855.50,12855.50,000,11441.9166
1999-05-13,13053.7002,13053.7002,13053.7002,13053.7002,000,11618.3228
1999-05-12,13013.00,13013.00,13013.00,13013.00,000,11582.098
1999-05-11,12874.4004,12874.4004,12874.4004,12874.4004,000,11458.7387
1999-05-10,13163.2002,13163.2002,13163.2002,13163.2002,000,11715.7823
1999-05-07,12997.4004,12997.4004,12997.4004,12997.4004,000,11568.2137
1999-05-06,13570.2002,13570.2002,13570.2002,13570.2002,000,12078.0288
1999-05-05,13586.2002,13586.2002,13586.2002,13586.2002,000,12092.2695
1999-05-04,13559.7002,13559.7002,13559.7002,13559.7002,000,12068.6834
1999-05-03,13337.0996,13337.0996,13337.0996,13337.0996,000,11870.5598
1999-04-30,13333.2002,13333.2002,13333.2002,13333.2002,000,11867.0892
1999-04-29,13179.7002,13179.7002,13179.7002,13179.7002,000,11730.468
1999-04-28,13114.0996,13114.0996,13114.0996,13114.0996,000,11672.0808
1999-04-27,13364.7998,13364.7998,13364.7998,13364.7998,000,11895.2141
1999-04-26,13127.00,13127.00,13127.00,13127.00,000,11683.5626
1999-04-23,12905.2998,12905.2998,12905.2998,12905.2998,000,11486.2405
1999-04-22,12933.50,12933.50,12933.50,12933.50,000,11511.3398
1999-04-21,12543.7998,12543.7998,12543.7998,12543.7998,000,11164.4908
1999-04-20,12409.7998,12409.7998,12409.7998,12409.7998,000,11045.2254
1999-04-19,12766.4004,12766.4004,12766.4004,12766.4004,000,11362.6144
1999-04-16,12490.2998,12490.2998,12490.2998,12490.2998,000,11116.8736
1999-04-15,11962.2002,11962.2002,11962.2002,11962.2002,000,10646.8436
1999-04-14,11834.0996,11834.0996,11834.0996,11834.0996,000,10532.8288
1999-04-13,11899.7002,11899.7002,11899.7002,11899.7002,000,10591.216
1999-04-12,11744.7002,11744.7002,11744.7002,11744.7002,000,10453.2597
1999-04-09,11914.0996,11914.0996,11914.0996,11914.0996,000,10604.0321
1999-04-08,11727.7998,11727.7998,11727.7998,11727.7998,000,10438.2177
1999-04-07,11614.9004,11614.9004,11614.9004,11614.9004,000,10337.7326
1999-04-06,11073.00,11073.00,11073.00,11073.00,000,9855.4193
1999-04-05,11073.00,11073.00,11073.00,11073.00,000,9855.4193
1999-04-02,11073.00,11073.00,11073.00,11073.00,000,9855.4193
1999-04-01,11073.00,11073.00,11073.00,11073.00,000,9855.4193
1999-03-31,10942.2002,10942.2002,10942.2002,10942.2002,000,9739.0022
1999-03-30,10940.2002,10940.2002,10940.2002,10940.2002,000,9737.2221
1999-03-29,10688.50,10688.50,10688.50,10688.50,000,9513.1987
1999-03-26,10803.2998,10803.2998,10803.2998,10803.2998,000,9615.3752
1999-03-25,10826.0996,10826.0996,10826.0996,10826.0996,000,9635.6679
1999-03-24,10711.2998,10711.2998,10711.2998,10711.2998,000,9533.4915
1999-03-23,11041.00,11041.00,11041.00,11041.00,000,9826.938
1999-03-22,11107.2002,11107.2002,11107.2002,11107.2002,000,9885.8589
1999-03-19,11082.9004,11082.9004,11082.9004,11082.9004,000,9864.2311
1999-03-18,10659.2998,10659.2998,10659.2998,10659.2998,000,9487.2093
1999-03-17,10940.0996,10940.0996,10940.0996,10940.0996,000,9737.1326
1999-03-16,10911.2002,10911.2002,10911.2002,10911.2002,000,9711.4109
1999-03-15,10836.9004,10836.9004,10836.9004,10836.9004,000,9645.2811
1999-03-12,10801.7998,10801.7998,10801.7998,10801.7998,000,9614.0401
1999-03-11,10662.7998,10662.7998,10662.7998,10662.7998,000,9490.3245
1999-03-10,10749.00,10749.00,10749.00,10749.00,000,9567.0462
1999-03-09,10533.00,10533.00,10533.00,10533.00,000,9374.7974
1999-03-08,10264.00,10264.00,10264.00,10264.00,000,9135.3765
1999-03-05,10241.0996,10241.0996,10241.0996,10241.0996,000,9114.9942
1999-03-04,9912.7598,9912.7598,9912.7598,9912.7598,000,8822.7584
1999-03-03,9922.4004,9922.4004,9922.4004,9922.4004,000,8831.339
1999-03-02,9913.5801,9913.5801,9913.5801,9913.5801,000,8823.4885
1999-03-01,10020.50,10020.50,10020.50,10020.50,000,8918.6516
1999-02-26,9858.4902,9858.4902,9858.4902,9858.4902,000,8774.4563
1999-02-25,9658.0703,9658.0703,9658.0703,9658.0703,000,8596.0745
1999-02-24,9677.5703,9677.5703,9677.5703,9677.5703,000,8613.4303
1999-02-23,9433.9902,9433.9902,9433.9902,9433.9902,000,8396.6341
1999-02-22,9229.3398,9229.3398,9229.3398,9229.3398,000,8214.487
1999-02-19,9254.1201,9254.1201,9254.1201,9254.1201,000,8236.5424
1999-02-18,9402.3896,9402.3896,9402.3896,9402.3896,000,8368.5083
1999-02-17,9402.3896,9402.3896,9402.3896,9402.3896,000,8368.5083
1999-02-16,9402.3896,9402.3896,9402.3896,9402.3896,000,8368.5083
1999-02-15,9402.3896,9402.3896,9402.3896,9402.3896,000,8368.5083
1999-02-12,9425.4199,9425.4199,9425.4199,9425.4199,000,8389.0062
1999-02-11,9146.7998,9146.7998,9146.7998,9146.7998,000,8141.023
1999-02-10,9076.3301,9076.3301,9076.3301,9076.3301,000,8078.3021
1999-02-09,9244.4902,9244.4902,9244.4902,9244.4902,000,8227.9714
1999-02-08,9139.5996,9139.5996,9139.5996,9139.5996,000,8134.6145
1999-02-05,9190.2002,9190.2002,9190.2002,9190.2002,000,8179.6511
1999-02-04,9438.6504,9438.6504,9438.6504,9438.6504,000,8400.7818
1999-02-03,9419.8496,9419.8496,9419.8496,9419.8496,000,8384.0484
1999-02-02,9502.7197,9502.7197,9502.7197,9502.7197,000,8457.8061
1999-02-01,9599.5498,9599.5498,9599.5498,9599.5498,000,8543.9888
1999-01-29,9506.9004,9506.9004,9506.9004,9506.9004,000,8461.5271
1999-01-28,9360.96,9360.96,9360.96,9360.96,000,8331.6342
1999-01-27,9719.6602,9719.6602,9719.6602,9719.6602,000,8650.8919
1999-01-26,9509.8301,9509.8301,9509.8301,9509.8301,000,8464.1346
1999-01-25,9499.50,9499.50,9499.50,9499.50,000,8454.9405
1999-01-22,9738.5195,9738.5195,9738.5195,9738.5195,000,8667.6775
1999-01-21,10048.5996,10048.5996,10048.5996,10048.5996,000,8943.6614
1999-01-20,10314.9004,10314.9004,10314.9004,10314.9004,000,9180.6799
1999-01-19,10290.0996,10290.0996,10290.0996,10290.0996,000,9158.6062
1999-01-18,10402.50,10402.50,10402.50,10402.50,000,9258.6471
1999-01-15,10147.4004,10147.4004,10147.4004,10147.4004,000,9031.5981
1999-01-14,10183.0996,10183.0996,10183.0996,10183.0996,000,9063.3718
1999-01-13,10273.7998,10273.7998,10273.7998,10273.7998,000,9144.0987
1999-01-12,10711.5996,10711.5996,10711.5996,10711.5996,000,9533.7583
1999-01-11,10634.2998,10634.2998,10634.2998,10634.2998,000,9464.9583
1999-01-08,10922.7002,10922.7002,10922.7002,10922.7002,000,9721.6464
1999-01-07,10693.5996,10693.5996,10693.5996,10693.5996,000,9517.7376
1999-01-06,10233.7998,10233.7998,10233.7998,10233.7998,000,9108.4971
1999-01-05,9891.0596,9891.0596,9891.0596,9891.0596,000,8803.4444
1999-01-04,9809.1699,9809.1699,9809.1699,9809.1699,000,8730.5593
1999-01-01,10048.5996,10048.5996,10048.5996,10048.5996,000,8943.6614
1998-12-31,10048.5996,10048.5996,10048.5996,10048.5996,000,8943.6614
1998-12-30,10121.4004,10121.4004,10121.4004,10121.4004,000,9008.457
1998-12-29,10226.00,10226.00,10226.00,10226.00,000,9101.5549
1998-12-28,10170.0996,10170.0996,10170.0996,10170.0996,000,9051.8013
1998-12-25,10292.2002,10292.2002,10292.2002,10292.2002,000,9160.4758
1998-12-24,10292.2002,10292.2002,10292.2002,10292.2002,000,9160.4758
1998-12-23,10158.7998,10158.7998,10158.7998,10158.7998,000,9041.744
1998-12-22,10322.5996,10322.5996,10322.5996,10322.5996,000,9187.5325
1998-12-21,10396.00,10396.00,10396.00,10396.00,000,9252.8618
1998-12-18,10226.2002,10226.2002,10226.2002,10226.2002,000,9101.7331
1998-12-17,10083.2998,10083.2998,10083.2998,10083.2998,000,8974.546
1998-12-16,9939.3896,9939.3896,9939.3896,9939.3896,000,8846.4601
1998-12-15,9952.8398,9952.8398,9952.8398,9952.8398,000,8858.4313
1998-12-14,9825.21,9825.21,9825.21,9825.21,000,8744.8355
1998-12-11,9952.00,9952.00,9952.00,9952.00,000,8857.6838
1998-12-10,10315.4004,10315.4004,10315.4004,10315.4004,000,9181.1249
1998-12-09,10361.2998,10361.2998,10361.2998,10361.2998,000,9221.9773
1998-12-08,10351.0996,10351.0996,10351.0996,10351.0996,000,9212.8987
1998-12-07,10428.7998,10428.7998,10428.7998,10428.7998,000,9282.055
1998-12-04,9963.1396,9963.1396,9963.1396,9963.1396,000,8867.5986
1998-12-03,10046.2002,10046.2002,10046.2002,10046.2002,000,8941.5258
1998-12-02,10055.7998,10055.7998,10055.7998,10055.7998,000,8950.0699
1998-12-01,9975.8496,9975.8496,9975.8496,9975.8496,000,8878.9109
1998-11-30,10402.2998,10402.2998,10402.2998,10402.2998,000,9258.4689
1998-11-27,10742.0996,10742.0996,10742.0996,10742.0996,000,9560.9045
1998-11-26,10778.9004,10778.9004,10778.9004,10778.9004,000,9593.6587
1998-11-25,10721.00,10721.00,10721.00,10721.00,000,9542.125
1998-11-24,10851.7002,10851.7002,10851.7002,10851.7002,000,9658.4535
1998-11-23,10514.50,10514.50,10514.50,10514.50,000,9358.3316
1998-11-20,10233.4004,10233.4004,10233.4004,10233.4004,000,9108.1416
1998-11-19,10313.2998,10313.2998,10313.2998,10313.2998,000,9179.2553
1998-11-18,10213.4004,10213.4004,10213.4004,10213.4004,000,9090.3408
1998-11-17,10148.7002,10148.7002,10148.7002,10148.7002,000,9032.755
1998-11-16,10298.0996,10298.0996,10298.0996,10298.0996,000,9165.7265
1998-11-13,9997.9902,9997.9902,9997.9902,9997.9902,000,8898.617
1998-11-12,9948.1797,9948.1797,9948.1797,9948.1797,000,8854.2836
1998-11-11,10137.2998,10137.2998,10137.2998,10137.2998,000,9022.6082
1998-11-10,9721.3301,9721.3301,9721.3301,9721.3301,000,8652.3782
1998-11-09,9851.9297,9851.9297,9851.9297,9851.9297,000,8768.6172
1998-11-06,10139.7998,10139.7998,10139.7998,10139.7998,000,9024.8333
1998-11-05,10222.00,10222.00,10222.00,10222.00,000,9097.9948
1998-11-04,10508.2002,10508.2002,10508.2002,10508.2002,000,9352.7246
1998-11-03,10358.50,10358.50,10358.50,10358.50,000,9219.4853
1998-11-02,10170.0996,10170.0996,10170.0996,10170.0996,000,9051.8013
1998-10-30,10154.9004,10154.9004,10154.9004,10154.9004,000,9038.2734
1998-10-29,9931.46,9931.46,9931.46,9931.46,000,8839.4023
1998-10-28,9927.0498,9927.0498,9927.0498,9927.0498,000,8835.4771
1998-10-27,9927.0498,9927.0498,9927.0498,9927.0498,000,8835.4771
1998-10-26,9778.9102,9778.9102,9778.9102,9778.9102,000,8703.6268
1998-10-23,9817.75,9817.75,9817.75,9817.75,000,8738.1959
1998-10-22,9658.5801,9658.5801,9658.5801,9658.5801,000,8596.5282
1998-10-21,9662.1201,9662.1201,9662.1201,9662.1201,000,8599.679
1998-10-20,9642.75,9642.75,9642.75,9642.75,000,8582.4388
1998-10-19,9599.0498,9599.0498,9599.0498,9599.0498,000,8543.5438
1998-10-16,9777.0098,9777.0098,9777.0098,9777.0098,000,8701.9354
1998-10-15,8970.4199,8970.4199,8970.4199,8970.4199,000,7984.0377
1998-10-14,8840.0098,8840.0098,8840.0098,8840.0098,000,7867.9674
1998-10-13,9008.8301,9008.8301,9008.8301,9008.8301,000,8018.2243
1998-10-12,8990.2695,8990.2695,8990.2695,8990.2695,000,8001.7047
1998-10-09,8506.79,8506.79,8506.79,8506.79,000,7571.3883
1998-10-08,7939.5098,7939.5098,7939.5098,7939.5098,000,7066.4858
1998-10-07,7744.7202,7744.7202,7744.7202,7744.7202,000,6893.1152
1998-10-06,7564.54,7564.54,7564.54,7564.54,000,6732.7476
1998-10-05,7564.54,7564.54,7564.54,7564.54,000,6732.7476
1998-10-02,7883.46,7883.46,7883.46,7883.46,000,7016.5992
1998-10-01,7883.46,7883.46,7883.46,7883.46,000,7016.5992
1998-09-30,7883.46,7883.46,7883.46,7883.46,000,7016.5992
1998-09-29,7837.6099,7837.6099,7837.6099,7837.6099,000,6975.7908
1998-09-28,7946.04,7946.04,7946.04,7946.04,000,7072.2981
1998-09-25,7701.6099,7701.6099,7701.6099,7701.6099,000,6854.7453
1998-09-24,7834.6099,7834.6099,7834.6099,7834.6099,000,6973.1207
1998-09-23,7504.3901,7504.3901,7504.3901,7504.3901,000,6679.2117
1998-09-22,7373.5098,7373.5098,7373.5098,7373.5098,000,6562.7229
1998-09-21,7170.23,7170.23,7170.23,7170.23,000,6381.7956
1998-09-18,7445.96,7445.96,7445.96,7445.96,000,6627.2065
1998-09-17,7576.5698,7576.5698,7576.5698,7576.5698,000,6743.4546
1998-09-16,7860.6802,7860.6802,7860.6802,7860.6802,000,6996.3243
1998-09-15,7733.4702,7733.4702,7733.4702,7733.4702,000,6883.1023
1998-09-14,7661.8599,7661.8599,7661.8599,7661.8599,000,6819.3662
1998-09-11,7578.48,7578.48,7578.48,7578.48,000,6745.1547
1998-09-10,7849.96,7849.96,7849.96,7849.96,000,6986.7829
1998-09-09,7905.4502,7905.4502,7905.4502,7905.4502,000,7036.1714
1998-09-08,8189.25,8189.25,8189.25,8189.25,000,7288.7648
